row,cfu,_1,to1,bw_up,olt1
34.U17,RETAIL,17,TEL#_CGW2**BDS,0.068999998,OLT01**PMET*3
34.U18,RETAIL,18,TEL#_CGW*.BDS,0.068999998,OLT01**PMET*3
34.U19,RETAIL,19,CGW2*.BTC,0.068999998,OLT01**PMET*3
34.U20,RETAIL,20,CGW*.BDS,0.068999998,OLT01**PMET*3
34.U21,RETAIL,21,CGW2*.BTC,0.068999998,OLT01**PMET*3
34.U22,RETAIL,22,CGW*.BDS,0.068999998,OLT01**PMET*3
34.U23,RETAIL,23,CGW2*.BTC,0.068999998,OLT01**PMET*3
34.U24,RETAIL,24,CGW*.BDS,0.068999998,OLT01**PMET*3
34.U25,RETAIL,25,CGW2*.BTC,0.068999998,OLT01**PMET*3
34.U26,RETAIL,26,CGW*.BDS,0.068999998,OLT01**PMET*3
34.U27,EBIS,27,CGW2*.BTC,0.137999997,OLT01**PMET*3
34.U28,EBIS,28,CGW*.BDS,0.137999997,OLT01**PMET*3
34.U29,WHOLESALE,29,CGW*.BDS,0.207000002,OLT01**PMET*3
34.U30,WHOLESALE,30,CGW*.MDO,0.207000002,OLT01**PMET*3
34.U31,MOBILE,31,CGW*.BDS,0.275000006,OLT01**PMET*3
34.U32,MOBILE,32,CGW*.MDO,0.275000006,OLT01**PMET*3
34.U33,RETAIL,33,CNGoogle,0.068999998,OLT01**PMET*3
34.U34,RETAIL,34,CNFacebook,0.068999998,OLT01**PMET*3
34.U35,RETAIL,35,CNNetflix,0.068999998,OLT01**PMET*3
34.U36,RETAIL,36,CNConversant,0.068999998,OLT01**PMET*3
34.U37,EBIS,37,CNGoogle,0.068999998,OLT01**PMET*3
34.U38,EBIS,38,CNFacebook,0.068999998,OLT01**PMET*3
34.U39,EBIS,39,CNNetflix,0.068999998,OLT01**PMET*3
34.U40,EBIS,40,CNConversant,0.068999998,OLT01**PMET*3
34.U41,WHOLESALE,41,CNGoogle,0.068999998,OLT01**PMET*3
34.U42,WHOLESALE,42,CNFacebook,0.068999998,OLT01**PMET*3
34.U43,WHOLESALE,43,CNNetflix,0.068999998,OLT01**PMET*3
34.U44,WHOLESALE,44,CNConversant,0.068999998,OLT01**PMET*3
34.U45,MOBILE,45,CNGoogle,0.137999997,OLT01**PMET*3
34.U46,MOBILE,46,CNFacebook,0.137999997,OLT01**PMET*3
34.U47,MOBILE,47,CNNetflix,0.137999997,OLT01**PMET*3
34.U48,MOBILE,48,CNConversant,0.137999997,OLT01**PMET*3
34.U49,RETAIL,49,CNIptv,0.092,OLT01**PMET*3
34.U50,EBIS,50,CNIptv,0.092,OLT01**PMET*3
35.U1,RETAIL,1,CGW2*.BTC,0.029999999,OLT01**SMP*3
35.U2,RETAIL,2,CGW*.BDS,0.029999999,OLT01**SMP*3
35.U3,RETAIL,3,CGW*.MDO,0.029999999,OLT01**SMP*3
35.U4,RETAIL,4,CGW*.PNK,0.029999999,OLT01**SMP*3
35.U5,RETAIL,5,TEL#_CGW2*.BDS,0.029999999,OLT01**SMP*3
35.U6,RETAIL,6,TEL#_CGW2**BDS,0.029999999,OLT01**SMP*3
35.U7,RETAIL,7,TEL#_CGW*.BDS,0.029999999,OLT01**SMP*3
35.U8,RETAIL,8,CGW2*.BTC,0.029999999,OLT01**SMP*3
35.U9,RETAIL,9,CGW*.BDS,0.029999999,OLT01**SMP*3
35.U10,RETAIL,10,CGW2*.BTC,0.029999999,OLT01**SMP*3
35.U11,RETAIL,11,CGW*.BDS,0.029999999,OLT01**SMP*3
35.U12,RETAIL,12,CGW2*.BTC,0.029999999,OLT01**SMP*3
35.U13,RETAIL,13,CGW*.BDS,0.029999999,OLT01**SMP*3
35.U14,RETAIL,14,CGW*.MDO,0.029999999,OLT01**SMP*3
35.U15,RETAIL,15,CGW*.PNK,0.029999999,OLT01**SMP*3
35.U16,RETAIL,16,TEL#_CGW2*.BDS,0.029999999,OLT01**SMP*3
35.U17,RETAIL,17,TEL#_CGW2**BDS,0.029999999,OLT01**SMP*3
35.U18,RETAIL,18,TEL#_CGW*.BDS,0.029999999,OLT01**SMP*3
35.U19,RETAIL,19,CGW2*.BTC,0.029999999,OLT01**SMP*3
35.U20,RETAIL,20,CGW*.BDS,0.029999999,OLT01**SMP*3
35.U21,RETAIL,21,CGW2*.BTC,0.029999999,OLT01**SMP*3
35.U22,RETAIL,22,CGW*.BDS,0.029999999,OLT01**SMP*3
35.U23,RETAIL,23,CGW2*.BTC,0.029999999,OLT01**SMP*3
35.U24,RETAIL,24,CGW*.BDS,0.029999999,OLT01**SMP*3
35.U25,RETAIL,25,CGW2*.BTC,0.029999999,OLT01**SMP*3
35.U26,RETAIL,26,CGW*.BDS,0.029999999,OLT01**SMP*3
35.U27,EBIS,27,CGW2*.BTC,0.061000001,OLT01**SMP*3
35.U28,EBIS,28,CGW*.BDS,0.061000001,OLT01**SMP*3
35.U29,WHOLESALE,29,CGW*.BDS,0.090999998,OLT01**SMP*3
35.U30,WHOLESALE,30,CGW*.MDO,0.090999998,OLT01**SMP*3
35.U31,MOBILE,31,CGW*.BDS,0.122000001,OLT01**SMP*3
35.U32,MOBILE,32,CGW*.MDO,0.122000001,OLT01**SMP*3
35.U33,RETAIL,33,CNGoogle,0.029999999,OLT01**SMP*3
35.U34,RETAIL,34,CNFacebook,0.029999999,OLT01**SMP*3
35.U35,RETAIL,35,CNNetflix,0.029999999,OLT01**SMP*3
35.U36,RETAIL,36,CNConversant,0.029999999,OLT01**SMP*3
35.U37,EBIS,37,CNGoogle,0.029999999,OLT01**SMP*3
35.U38,EBIS,38,CNFacebook,0.029999999,OLT01**SMP*3
35.U39,EBIS,39,CNNetflix,0.029999999,OLT01**SMP*3
35.U40,EBIS,40,CNConversant,0.029999999,OLT01**SMP*3
35.U41,WHOLESALE,41,CNGoogle,0.029999999,OLT01**SMP*3
35.U42,WHOLESALE,42,CNFacebook,0.029999999,OLT01**SMP*3
35.U43,WHOLESALE,43,CNNetflix,0.029999999,OLT01**SMP*3
35.U44,WHOLESALE,44,CNConversant,0.029999999,OLT01**SMP*3
35.U45,MOBILE,45,CNGoogle,0.061000001,OLT01**SMP*3
35.U46,MOBILE,46,CNFacebook,0.061000001,OLT01**SMP*3
35.U47,MOBILE,47,CNNetflix,0.061000001,OLT01**SMP*3
35.U48,MOBILE,48,CNConversant,0.061000001,OLT01**SMP*3
35.U49,RETAIL,49,CNIptv,0.041000001,OLT01**SMP*3
35.U50,EBIS,50,CNIptv,0.041000001,OLT01**SMP*3
36.U1,RETAIL,1,CGW2*.BTC,0.021,OLT01**SPG*5
36.U2,RETAIL,2,CGW*.BDS,0.021,OLT01**SPG*5
36.U3,RETAIL,3,CGW*.MDO,0.021,OLT01**SPG*5
36.U4,RETAIL,4,CGW*.PNK,0.021,OLT01**SPG*5
36.U5,RETAIL,5,TEL#_CGW2*.BDS,0.021,OLT01**SPG*5
36.U6,RETAIL,6,TEL#_CGW2**BDS,0.021,OLT01**SPG*5
36.U7,RETAIL,7,TEL#_CGW*.BDS,0.021,OLT01**SPG*5
36.U8,RETAIL,8,CGW2*.BTC,0.021,OLT01**SPG*5
36.U9,RETAIL,9,CGW*.BDS,0.021,OLT01**SPG*5
36.U10,RETAIL,10,CGW2*.BTC,0.021,OLT01**SPG*5
36.U11,RETAIL,11,CGW*.BDS,0.021,OLT01**SPG*5
36.U12,RETAIL,12,CGW2*.BTC,0.021,OLT01**SPG*5
36.U13,RETAIL,13,CGW*.BDS,0.021,OLT01**SPG*5
36.U14,RETAIL,14,CGW*.MDO,0.021,OLT01**SPG*5
36.U15,RETAIL,15,CGW*.PNK,0.021,OLT01**SPG*5
36.U16,RETAIL,16,TEL#_CGW2*.BDS,0.021,OLT01**SPG*5
36.U17,RETAIL,17,TEL#_CGW2**BDS,0.021,OLT01**SPG*5
36.U18,RETAIL,18,TEL#_CGW*.BDS,0.021,OLT01**SPG*5
36.U19,RETAIL,19,CGW2*.BTC,0.021,OLT01**SPG*5
36.U20,RETAIL,20,CGW*.BDS,0.021,OLT01**SPG*5
36.U21,RETAIL,21,CGW2*.BTC,0.021,OLT01**SPG*5
36.U22,RETAIL,22,CGW*.BDS,0.021,OLT01**SPG*5
36.U23,RETAIL,23,CGW2*.BTC,0.021,OLT01**SPG*5
36.U24,RETAIL,24,CGW*.BDS,0.021,OLT01**SPG*5
36.U25,RETAIL,25,CGW2*.BTC,0.021,OLT01**SPG*5
36.U26,RETAIL,26,CGW*.BDS,0.021,OLT01**SPG*5
36.U27,EBIS,27,CGW2*.BTC,0.041000001,OLT01**SPG*5
36.U28,EBIS,28,CGW*.BDS,0.041000001,OLT01**SPG*5
36.U29,WHOLESALE,29,CGW*.BDS,0.061999999,OLT01**SPG*5
36.U30,WHOLESALE,30,CGW*.MDO,0.061999999,OLT01**SPG*5
36.U31,MOBILE,31,CGW*.BDS,0.082000002,OLT01**SPG*5
36.U32,MOBILE,32,CGW*.MDO,0.082000002,OLT01**SPG*5
36.U33,RETAIL,33,CNGoogle,0.021,OLT01**SPG*5
36.U34,RETAIL,34,CNFacebook,0.021,OLT01**SPG*5
36.U35,RETAIL,35,CNNetflix,0.021,OLT01**SPG*5
36.U36,RETAIL,36,CNConversant,0.021,OLT01**SPG*5
36.U37,EBIS,37,CNGoogle,0.021,OLT01**SPG*5
36.U38,EBIS,38,CNFacebook,0.021,OLT01**SPG*5
36.U39,EBIS,39,CNNetflix,0.021,OLT01**SPG*5
36.U40,EBIS,40,CNConversant,0.021,OLT01**SPG*5
36.U41,WHOLESALE,41,CNGoogle,0.021,OLT01**SPG*5
36.U42,WHOLESALE,42,CNFacebook,0.021,OLT01**SPG*5
36.U43,WHOLESALE,43,CNNetflix,0.021,OLT01**SPG*5
36.U44,WHOLESALE,44,CNConversant,0.021,OLT01**SPG*5
36.U45,MOBILE,45,CNGoogle,0.041000001,OLT01**SPG*5
36.U46,MOBILE,46,CNFacebook,0.041000001,OLT01**SPG*5
36.U47,MOBILE,47,CNNetflix,0.041000001,OLT01**SPG*5
36.U48,MOBILE,48,CNConversant,0.041000001,OLT01**SPG*5
36.U49,RETAIL,49,CNIptv,0.027000001,OLT01**SPG*5
36.U50,EBIS,50,CNIptv,0.027000001,OLT01**SPG*5
37.U1,RETAIL,1,CGW2*.BTC,0.009,OLT01**WRP*2
37.U2,RETAIL,2,CGW*.BDS,0.009,OLT01**WRP*2
37.U3,RETAIL,3,CGW*.MDO,0.009,OLT01**WRP*2
37.U4,RETAIL,4,CGW*.PNK,0.009,OLT01**WRP*2
37.U5,RETAIL,5,TEL#_CGW2*.BDS,0.009,OLT01**WRP*2
37.U6,RETAIL,6,TEL#_CGW2**BDS,0.009,OLT01**WRP*2
37.U7,RETAIL,7,TEL#_CGW*.BDS,0.009,OLT01**WRP*2
37.U8,RETAIL,8,CGW2*.BTC,0.009,OLT01**WRP*2
37.U9,RETAIL,9,CGW*.BDS,0.009,OLT01**WRP*2
37.U10,RETAIL,10,CGW2*.BTC,0.009,OLT01**WRP*2
37.U11,RETAIL,11,CGW*.BDS,0.009,OLT01**WRP*2
37.U12,RETAIL,12,CGW2*.BTC,0.009,OLT01**WRP*2
37.U13,RETAIL,13,CGW*.BDS,0.009,OLT01**WRP*2
37.U14,RETAIL,14,CGW*.MDO,0.009,OLT01**WRP*2
37.U15,RETAIL,15,CGW*.PNK,0.009,OLT01**WRP*2
37.U16,RETAIL,16,TEL#_CGW2*.BDS,0.009,OLT01**WRP*2
37.U17,RETAIL,17,TEL#_CGW2**BDS,0.009,OLT01**WRP*2
37.U18,RETAIL,18,TEL#_CGW*.BDS,0.009,OLT01**WRP*2
37.U19,RETAIL,19,CGW2*.BTC,0.009,OLT01**WRP*2
37.U20,RETAIL,20,CGW*.BDS,0.009,OLT01**WRP*2
37.U21,RETAIL,21,CGW2*.BTC,0.009,OLT01**WRP*2
37.U22,RETAIL,22,CGW*.BDS,0.009,OLT01**WRP*2
37.U23,RETAIL,23,CGW2*.BTC,0.009,OLT01**WRP*2
37.U24,RETAIL,24,CGW*.BDS,0.009,OLT01**WRP*2
37.U25,RETAIL,25,CGW2*.BTC,0.009,OLT01**WRP*2
37.U26,RETAIL,26,CGW*.BDS,0.009,OLT01**WRP*2
37.U27,EBIS,27,CGW2*.BTC,0.017999999,OLT01**WRP*2
37.U28,EBIS,28,CGW*.BDS,0.017999999,OLT01**WRP*2
37.U29,WHOLESALE,29,CGW*.BDS,0.027000001,OLT01**WRP*2
37.U30,WHOLESALE,30,CGW*.MDO,0.027000001,OLT01**WRP*2
37.U31,MOBILE,31,CGW*.BDS,0.035999998,OLT01**WRP*2
37.U32,MOBILE,32,CGW*.MDO,0.035999998,OLT01**WRP*2
37.U33,RETAIL,33,CNGoogle,0.009,OLT01**WRP*2
37.U34,RETAIL,34,CNFacebook,0.009,OLT01**WRP*2
37.U35,RETAIL,35,CNNetflix,0.009,OLT01**WRP*2
37.U36,RETAIL,36,CNConversant,0.009,OLT01**WRP*2
37.U37,EBIS,37,CNGoogle,0.009,OLT01**WRP*2
37.U38,EBIS,38,CNFacebook,0.009,OLT01**WRP*2
37.U39,EBIS,39,CNNetflix,0.009,OLT01**WRP*2
37.U40,EBIS,40,CNConversant,0.009,OLT01**WRP*2
37.U41,WHOLESALE,41,CNGoogle,0.009,OLT01**WRP*2
37.U42,WHOLESALE,42,CNFacebook,0.009,OLT01**WRP*2
37.U43,WHOLESALE,43,CNNetflix,0.009,OLT01**WRP*2
37.U44,WHOLESALE,44,CNConversant,0.009,OLT01**WRP*2
37.U45,MOBILE,45,CNGoogle,0.017999999,OLT01**WRP*2
37.U46,MOBILE,46,CNFacebook,0.017999999,OLT01**WRP*2
37.U47,MOBILE,47,CNNetflix,0.017999999,OLT01**WRP*2
37.U48,MOBILE,48,CNConversant,0.017999999,OLT01**WRP*2
37.U49,RETAIL,49,CNIptv,0.012,OLT01**WRP*2
37.U50,EBIS,50,CNIptv,0.012,OLT01**WRP*2
38.U1,RETAIL,1,CGW2*.BTC,0.001,OLT01**WRP*2TBR
38.U2,RETAIL,2,CGW*.BDS,0.001,OLT01**WRP*2TBR
38.U3,RETAIL,3,CGW*.MDO,0.001,OLT01**WRP*2TBR
38.U4,RETAIL,4,CGW*.PNK,0.001,OLT01**WRP*2TBR
38.U5,RETAIL,5,TEL#_CGW2*.BDS,0.001,OLT01**WRP*2TBR
38.U6,RETAIL,6,TEL#_CGW2**BDS,0.001,OLT01**WRP*2TBR
38.U7,RETAIL,7,TEL#_CGW*.BDS,0.001,OLT01**WRP*2TBR
38.U8,RETAIL,8,CGW2*.BTC,0.001,OLT01**WRP*2TBR
38.U9,RETAIL,9,CGW*.BDS,0.001,OLT01**WRP*2TBR
38.U10,RETAIL,10,CGW2*.BTC,0.001,OLT01**WRP*2TBR
38.U11,RETAIL,11,CGW*.BDS,0.001,OLT01**WRP*2TBR
38.U12,RETAIL,12,CGW2*.BTC,0.001,OLT01**WRP*2TBR
38.U13,RETAIL,13,CGW*.BDS,0.001,OLT01**WRP*2TBR
38.U14,RETAIL,14,CGW*.MDO,0.001,OLT01**WRP*2TBR
38.U15,RETAIL,15,CGW*.PNK,0.001,OLT01**WRP*2TBR
38.U16,RETAIL,16,TEL#_CGW2*.BDS,0.001,OLT01**WRP*2TBR
38.U17,RETAIL,17,TEL#_CGW2**BDS,0.001,OLT01**WRP*2TBR
38.U18,RETAIL,18,TEL#_CGW*.BDS,0.001,OLT01**WRP*2TBR
38.U19,RETAIL,19,CGW2*.BTC,0.001,OLT01**WRP*2TBR
38.U20,RETAIL,20,CGW*.BDS,0.001,OLT01**WRP*2TBR
38.U21,RETAIL,21,CGW2*.BTC,0.001,OLT01**WRP*2TBR
38.U22,RETAIL,22,CGW*.BDS,0.001,OLT01**WRP*2TBR
38.U23,RETAIL,23,CGW2*.BTC,0.001,OLT01**WRP*2TBR
38.U24,RETAIL,24,CGW*.BDS,0.001,OLT01**WRP*2TBR
38.U25,RETAIL,25,CGW2*.BTC,0.001,OLT01**WRP*2TBR
38.U26,RETAIL,26,CGW*.BDS,0.001,OLT01**WRP*2TBR
38.U27,EBIS,27,CGW2*.BTC,0.002,OLT01**WRP*2TBR
38.U28,EBIS,28,CGW*.BDS,0.002,OLT01**WRP*2TBR
38.U29,WHOLESALE,29,CGW*.BDS,0.002,OLT01**WRP*2TBR
38.U30,WHOLESALE,30,CGW*.MDO,0.002,OLT01**WRP*2TBR
38.U31,MOBILE,31,CGW*.BDS,0.003,OLT01**WRP*2TBR
38.U32,MOBILE,32,CGW*.MDO,0.003,OLT01**WRP*2TBR
38.U33,RETAIL,33,CNGoogle,0.001,OLT01**WRP*2TBR
38.U34,RETAIL,34,CNFacebook,0.001,OLT01**WRP*2TBR
38.U35,RETAIL,35,CNNetflix,0.001,OLT01**WRP*2TBR
38.U36,RETAIL,36,CNConversant,0.001,OLT01**WRP*2TBR
38.U37,EBIS,37,CNGoogle,0.001,OLT01**WRP*2TBR
38.U38,EBIS,38,CNFacebook,0.001,OLT01**WRP*2TBR
38.U39,EBIS,39,CNNetflix,0.001,OLT01**WRP*2TBR
38.U40,EBIS,40,CNConversant,0.001,OLT01**WRP*2TBR
38.U41,WHOLESALE,41,CNGoogle,0.001,OLT01**WRP*2TBR
38.U42,WHOLESALE,42,CNFacebook,0.001,OLT01**WRP*2TBR
38.U43,WHOLESALE,43,CNNetflix,0.001,OLT01**WRP*2TBR
38.U44,WHOLESALE,44,CNConversant,0.001,OLT01**WRP*2TBR
38.U45,MOBILE,45,CNGoogle,0.002,OLT01**WRP*2TBR
38.U46,MOBILE,46,CNFacebook,0.002,OLT01**WRP*2TBR
38.U47,MOBILE,47,CNNetflix,0.002,OLT01**WRP*2TBR
38.U48,MOBILE,48,CNConversant,0.002,OLT01**WRP*2TBR
38.U49,RETAIL,49,CNIptv,0.001,OLT01**WRP*2TBR
38.U50,EBIS,50,CNIptv,0.001,OLT01**WRP*2TBR
39.U1,RETAIL,1,CGW2*.BTC,0.003,OLT02**ABU*2
39.U2,RETAIL,2,CGW*.BDS,0.003,OLT02**ABU*2
39.U3,RETAIL,3,CGW*.MDO,0.003,OLT02**ABU*2
39.U4,RETAIL,4,CGW*.PNK,0.003,OLT02**ABU*2
39.U5,RETAIL,5,TEL#_CGW2*.BDS,0.003,OLT02**ABU*2
39.U6,RETAIL,6,TEL#_CGW2**BDS,0.003,OLT02**ABU*2
39.U7,RETAIL,7,TEL#_CGW*.BDS,0.003,OLT02**ABU*2
39.U8,RETAIL,8,CGW2*.BTC,0.003,OLT02**ABU*2
39.U9,RETAIL,9,CGW*.BDS,0.003,OLT02**ABU*2
39.U10,RETAIL,10,CGW2*.BTC,0.003,OLT02**ABU*2
39.U11,RETAIL,11,CGW*.BDS,0.003,OLT02**ABU*2
39.U12,RETAIL,12,CGW2*.BTC,0.003,OLT02**ABU*2
39.U13,RETAIL,13,CGW*.BDS,0.003,OLT02**ABU*2
39.U14,RETAIL,14,CGW*.MDO,0.003,OLT02**ABU*2
39.U15,RETAIL,15,CGW*.PNK,0.003,OLT02**ABU*2
39.U16,RETAIL,16,TEL#_CGW2*.BDS,0.003,OLT02**ABU*2
39.U17,RETAIL,17,TEL#_CGW2**BDS,0.003,OLT02**ABU*2
39.U18,RETAIL,18,TEL#_CGW*.BDS,0.003,OLT02**ABU*2
39.U19,RETAIL,19,CGW2*.BTC,0.003,OLT02**ABU*2
39.U20,RETAIL,20,CGW*.BDS,0.003,OLT02**ABU*2
39.U21,RETAIL,21,CGW2*.BTC,0.003,OLT02**ABU*2
39.U22,RETAIL,22,CGW*.BDS,0.003,OLT02**ABU*2
39.U23,RETAIL,23,CGW2*.BTC,0.003,OLT02**ABU*2
39.U24,RETAIL,24,CGW*.BDS,0.003,OLT02**ABU*2
39.U25,RETAIL,25,CGW2*.BTC,0.003,OLT02**ABU*2
39.U26,RETAIL,26,CGW*.BDS,0.003,OLT02**ABU*2
39.U27,EBIS,27,CGW2*.BTC,0.007,OLT02**ABU*2
39.U28,EBIS,28,CGW*.BDS,0.007,OLT02**ABU*2
39.U29,WHOLESALE,29,CGW*.BDS,0.01,OLT02**ABU*2
39.U30,WHOLESALE,30,CGW*.MDO,0.01,OLT02**ABU*2
39.U31,MOBILE,31,CGW*.BDS,0.013,OLT02**ABU*2
39.U32,MOBILE,32,CGW*.MDO,0.013,OLT02**ABU*2
39.U33,RETAIL,33,CNGoogle,0.003,OLT02**ABU*2
39.U34,RETAIL,34,CNFacebook,0.003,OLT02**ABU*2
39.U35,RETAIL,35,CNNetflix,0.003,OLT02**ABU*2
39.U36,RETAIL,36,CNConversant,0.003,OLT02**ABU*2
39.U37,EBIS,37,CNGoogle,0.003,OLT02**ABU*2
39.U38,EBIS,38,CNFacebook,0.003,OLT02**ABU*2
39.U39,EBIS,39,CNNetflix,0.003,OLT02**ABU*2
39.U40,EBIS,40,CNConversant,0.003,OLT02**ABU*2
39.U41,WHOLESALE,41,CNGoogle,0.003,OLT02**ABU*2
39.U42,WHOLESALE,42,CNFacebook,0.003,OLT02**ABU*2
39.U43,WHOLESALE,43,CNNetflix,0.003,OLT02**ABU*2
39.U44,WHOLESALE,44,CNConversant,0.003,OLT02**ABU*2
39.U45,MOBILE,45,CNGoogle,0.007,OLT02**ABU*2
39.U46,MOBILE,46,CNFacebook,0.007,OLT02**ABU*2
39.U47,MOBILE,47,CNNetflix,0.007,OLT02**ABU*2
39.U48,MOBILE,48,CNConversant,0.007,OLT02**ABU*2
39.U49,RETAIL,49,CNIptv,0.004,OLT02**ABU*2
39.U50,EBIS,50,CNIptv,0.004,OLT02**ABU*2
40.U1,RETAIL,1,CGW2*.BTC,0.014,OLT02**BAB*3
40.U2,RETAIL,2,CGW*.BDS,0.014,OLT02**BAB*3
40.U3,RETAIL,3,CGW*.MDO,0.014,OLT02**BAB*3
40.U4,RETAIL,4,CGW*.PNK,0.014,OLT02**BAB*3
40.U5,RETAIL,5,TEL#_CGW2*.BDS,0.014,OLT02**BAB*3
40.U6,RETAIL,6,TEL#_CGW2**BDS,0.014,OLT02**BAB*3
40.U7,RETAIL,7,TEL#_CGW*.BDS,0.014,OLT02**BAB*3
40.U8,RETAIL,8,CGW2*.BTC,0.014,OLT02**BAB*3
40.U9,RETAIL,9,CGW*.BDS,0.014,OLT02**BAB*3
40.U10,RETAIL,10,CGW2*.BTC,0.014,OLT02**BAB*3
40.U11,RETAIL,11,CGW*.BDS,0.014,OLT02**BAB*3
40.U12,RETAIL,12,CGW2*.BTC,0.014,OLT02**BAB*3
40.U13,RETAIL,13,CGW*.BDS,0.014,OLT02**BAB*3
40.U14,RETAIL,14,CGW*.MDO,0.014,OLT02**BAB*3
40.U15,RETAIL,15,CGW*.PNK,0.014,OLT02**BAB*3
40.U16,RETAIL,16,TEL#_CGW2*.BDS,0.014,OLT02**BAB*3
40.U17,RETAIL,17,TEL#_CGW2**BDS,0.014,OLT02**BAB*3
40.U18,RETAIL,18,TEL#_CGW*.BDS,0.014,OLT02**BAB*3
40.U19,RETAIL,19,CGW2*.BTC,0.014,OLT02**BAB*3
40.U20,RETAIL,20,CGW*.BDS,0.014,OLT02**BAB*3
40.U21,RETAIL,21,CGW2*.BTC,0.014,OLT02**BAB*3
40.U22,RETAIL,22,CGW*.BDS,0.014,OLT02**BAB*3
40.U23,RETAIL,23,CGW2*.BTC,0.014,OLT02**BAB*3
40.U24,RETAIL,24,CGW*.BDS,0.014,OLT02**BAB*3
40.U25,RETAIL,25,CGW2*.BTC,0.014,OLT02**BAB*3
40.U26,RETAIL,26,CGW*.BDS,0.014,OLT02**BAB*3
40.U27,EBIS,27,CGW2*.BTC,0.028999999,OLT02**BAB*3
40.U28,EBIS,28,CGW*.BDS,0.028999999,OLT02**BAB*3
40.U29,WHOLESALE,29,CGW*.BDS,0.043000001,OLT02**BAB*3
40.U30,WHOLESALE,30,CGW*.MDO,0.043000001,OLT02**BAB*3
40.U31,MOBILE,31,CGW*.BDS,0.057999998,OLT02**BAB*3
40.U32,MOBILE,32,CGW*.MDO,0.057999998,OLT02**BAB*3
40.U33,RETAIL,33,CNGoogle,0.014,OLT02**BAB*3
40.U34,RETAIL,34,CNFacebook,0.014,OLT02**BAB*3
40.U35,RETAIL,35,CNNetflix,0.014,OLT02**BAB*3
40.U36,RETAIL,36,CNConversant,0.014,OLT02**BAB*3
40.U37,EBIS,37,CNGoogle,0.014,OLT02**BAB*3
40.U38,EBIS,38,CNFacebook,0.014,OLT02**BAB*3
40.U39,EBIS,39,CNNetflix,0.014,OLT02**BAB*3
40.U40,EBIS,40,CNConversant,0.014,OLT02**BAB*3
40.U41,WHOLESALE,41,CNGoogle,0.014,OLT02**BAB*3
40.U42,WHOLESALE,42,CNFacebook,0.014,OLT02**BAB*3
40.U43,WHOLESALE,43,CNNetflix,0.014,OLT02**BAB*3
40.U44,WHOLESALE,44,CNConversant,0.014,OLT02**BAB*3
40.U45,MOBILE,45,CNGoogle,0.028999999,OLT02**BAB*3
40.U46,MOBILE,46,CNFacebook,0.028999999,OLT02**BAB*3
40.U47,MOBILE,47,CNNetflix,0.028999999,OLT02**BAB*3
40.U48,MOBILE,48,CNConversant,0.028999999,OLT02**BAB*3
40.U49,RETAIL,49,CNIptv,0.018999999,OLT02**BAB*3
40.U50,EBIS,50,CNIptv,0.018999999,OLT02**BAB*3
41.U1,RETAIL,1,CGW2*.BTC,0.037999999,OLT02**BBE*2
41.U2,RETAIL,2,CGW*.BDS,0.037999999,OLT02**BBE*2
41.U3,RETAIL,3,CGW*.MDO,0.037999999,OLT02**BBE*2
41.U4,RETAIL,4,CGW*.PNK,0.037999999,OLT02**BBE*2
41.U5,RETAIL,5,TEL#_CGW2*.BDS,0.037999999,OLT02**BBE*2
41.U6,RETAIL,6,TEL#_CGW2**BDS,0.037999999,OLT02**BBE*2
41.U7,RETAIL,7,TEL#_CGW*.BDS,0.037999999,OLT02**BBE*2
41.U8,RETAIL,8,CGW2*.BTC,0.037999999,OLT02**BBE*2
41.U9,RETAIL,9,CGW*.BDS,0.037999999,OLT02**BBE*2
41.U10,RETAIL,10,CGW2*.BTC,0.037999999,OLT02**BBE*2
41.U11,RETAIL,11,CGW*.BDS,0.037999999,OLT02**BBE*2
41.U12,RETAIL,12,CGW2*.BTC,0.037999999,OLT02**BBE*2
41.U13,RETAIL,13,CGW*.BDS,0.037999999,OLT02**BBE*2
41.U14,RETAIL,14,CGW*.MDO,0.037999999,OLT02**BBE*2
41.U15,RETAIL,15,CGW*.PNK,0.037999999,OLT02**BBE*2
41.U16,RETAIL,16,TEL#_CGW2*.BDS,0.037999999,OLT02**BBE*2
41.U17,RETAIL,17,TEL#_CGW2**BDS,0.037999999,OLT02**BBE*2
41.U18,RETAIL,18,TEL#_CGW*.BDS,0.037999999,OLT02**BBE*2
41.U19,RETAIL,19,CGW2*.BTC,0.037999999,OLT02**BBE*2
41.U20,RETAIL,20,CGW*.BDS,0.037999999,OLT02**BBE*2
41.U21,RETAIL,21,CGW2*.BTC,0.037999999,OLT02**BBE*2
41.U22,RETAIL,22,CGW*.BDS,0.037999999,OLT02**BBE*2
41.U23,RETAIL,23,CGW2*.BTC,0.037999999,OLT02**BBE*2
41.U24,RETAIL,24,CGW*.BDS,0.037999999,OLT02**BBE*2
41.U25,RETAIL,25,CGW2*.BTC,0.037999999,OLT02**BBE*2
41.U26,RETAIL,26,CGW*.BDS,0.037999999,OLT02**BBE*2
41.U27,EBIS,27,CGW2*.BTC,0.075999998,OLT02**BBE*2
41.U28,EBIS,28,CGW*.BDS,0.075999998,OLT02**BBE*2
41.U29,WHOLESALE,29,CGW*.BDS,0.114,OLT02**BBE*2
41.U30,WHOLESALE,30,CGW*.MDO,0.114,OLT02**BBE*2
