no,bw_down,cfu,to0,from1,bw20,olt1
7.D14,0.003,RETAIL,14,CGW*.MDO,0.0209,OLT00**KDE*2GND
7.D15,0.003,RETAIL,15,CGW*.PNK,0.0209,OLT00**KDE*2GND
7.D16,0.003,RETAIL,16,TEL#_CGW2*.BDS,0.0209,OLT00**KDE*2GND
7.D17,0.003,RETAIL,17,TEL#_CGW2**BDS,0.0209,OLT00**KDE*2GND
7.D18,0.003,RETAIL,18,TEL#_CGW*.BDS,0.0209,OLT00**KDE*2GND
7.D19,0.003,RETAIL,19,CGW2*.BTC,0.0209,OLT00**KDE*2GND
7.D20,0.003,RETAIL,20,CGW*.BDS,0.0209,OLT00**KDE*2GND
7.D21,0.003,RETAIL,21,CGW2*.BTC,0.0209,OLT00**KDE*2GND
7.D22,0.003,RETAIL,22,CGW*.BDS,0.0209,OLT00**KDE*2GND
7.D23,0.003,RETAIL,23,CGW2*.BTC,0.0209,OLT00**KDE*2GND
7.D24,0.003,RETAIL,24,CGW*.BDS,0.0209,OLT00**KDE*2GND
7.D25,0.003,RETAIL,25,CGW2*.BTC,0.0209,OLT00**KDE*2GND
7.D26,0.003,RETAIL,26,CGW*.BDS,0.0209,OLT00**KDE*2GND
7.D27,0.006,EBIS,27,CGW2*.BTC,0.0418,OLT00**KDE*2GND
7.D28,0.006,EBIS,28,CGW*.BDS,0.0418,OLT00**KDE*2GND
7.D29,0.009,WHOLESALE,29,CGW*.BDS,0.0627,OLT00**KDE*2GND
7.D30,0.009,WHOLESALE,30,CGW*.MDO,0.0627,OLT00**KDE*2GND
7.D31,0.013,MOBILE,31,CGW*.BDS,0.0836,OLT00**KDE*2GND
7.D32,0.013,MOBILE,32,CGW*.MDO,0.0836,OLT00**KDE*2GND
7.D33,0.003,RETAIL,33,CNGoogle,0.0209,OLT00**KDE*2GND
7.D34,0.003,RETAIL,34,CNFacebook,0.0209,OLT00**KDE*2GND
7.D35,0.003,RETAIL,35,CNNetflix,0.0209,OLT00**KDE*2GND
7.D36,0.003,RETAIL,36,CNConversant,0.0209,OLT00**KDE*2GND
7.D37,0.003,EBIS,37,CNGoogle,0.0209,OLT00**KDE*2GND
7.D38,0.003,EBIS,38,CNFacebook,0.0209,OLT00**KDE*2GND
7.D39,0.003,EBIS,39,CNNetflix,0.0209,OLT00**KDE*2GND
7.D40,0.003,EBIS,40,CNConversant,0.0209,OLT00**KDE*2GND
7.D41,0.003,WHOLESALE,41,CNGoogle,0.0209,OLT00**KDE*2GND
7.D42,0.003,WHOLESALE,42,CNFacebook,0.0209,OLT00**KDE*2GND
7.D43,0.003,WHOLESALE,43,CNNetflix,0.0209,OLT00**KDE*2GND
7.D44,0.003,WHOLESALE,44,CNConversant,0.0209,OLT00**KDE*2GND
7.D45,0.006,MOBILE,45,CNGoogle,0.0418,OLT00**KDE*2GND
7.D46,0.006,MOBILE,46,CNFacebook,0.0418,OLT00**KDE*2GND
7.D47,0.006,MOBILE,47,CNNetflix,0.0418,OLT00**KDE*2GND
7.D48,0.006,MOBILE,48,CNConversant,0.0418,OLT00**KDE*2GND
7.D49,0.004,RETAIL,49,CNIptv,0.027866667,OLT00**KDE*2GND
7.D50,0.004,EBIS,50,CNIptv,0.027866667,OLT00**KDE*2GND
8.D1,0.097999997,RETAIL,1,CGW2*.BTC,0.6544,OLT00**KDE*3
8.D2,0.097999997,RETAIL,2,CGW*.BDS,0.6544,OLT00**KDE*3
8.D3,0.097999997,RETAIL,3,CGW*.MDO,0.6544,OLT00**KDE*3
8.D4,0.097999997,RETAIL,4,CGW*.PNK,0.6544,OLT00**KDE*3
8.D5,0.097999997,RETAIL,5,TEL#_CGW2*.BDS,0.6544,OLT00**KDE*3
8.D6,0.097999997,RETAIL,6,TEL#_CGW2**BDS,0.6544,OLT00**KDE*3
8.D7,0.097999997,RETAIL,7,TEL#_CGW*.BDS,0.6544,OLT00**KDE*3
8.D8,0.097999997,RETAIL,8,CGW2*.BTC,0.6544,OLT00**KDE*3
8.D9,0.097999997,RETAIL,9,CGW*.BDS,0.6544,OLT00**KDE*3
8.D10,0.097999997,RETAIL,10,CGW2*.BTC,0.6544,OLT00**KDE*3
8.D11,0.097999997,RETAIL,11,CGW*.BDS,0.6544,OLT00**KDE*3
8.D12,0.097999997,RETAIL,12,CGW2*.BTC,0.6544,OLT00**KDE*3
8.D13,0.097999997,RETAIL,13,CGW*.BDS,0.6544,OLT00**KDE*3
8.D14,0.097999997,RETAIL,14,CGW*.MDO,0.6544,OLT00**KDE*3
8.D15,0.097999997,RETAIL,15,CGW*.PNK,0.6544,OLT00**KDE*3
8.D16,0.097999997,RETAIL,16,TEL#_CGW2*.BDS,0.6544,OLT00**KDE*3
8.D17,0.097999997,RETAIL,17,TEL#_CGW2**BDS,0.6544,OLT00**KDE*3
8.D18,0.097999997,RETAIL,18,TEL#_CGW*.BDS,0.6544,OLT00**KDE*3
8.D19,0.097999997,RETAIL,19,CGW2*.BTC,0.6544,OLT00**KDE*3
8.D20,0.097999997,RETAIL,20,CGW*.BDS,0.6544,OLT00**KDE*3
8.D21,0.097999997,RETAIL,21,CGW2*.BTC,0.6544,OLT00**KDE*3
8.D22,0.097999997,RETAIL,22,CGW*.BDS,0.6544,OLT00**KDE*3
8.D23,0.097999997,RETAIL,23,CGW2*.BTC,0.6544,OLT00**KDE*3
8.D24,0.097999997,RETAIL,24,CGW*.BDS,0.6544,OLT00**KDE*3
8.D25,0.097999997,RETAIL,25,CGW2*.BTC,0.6544,OLT00**KDE*3
8.D26,0.097999997,RETAIL,26,CGW*.BDS,0.6544,OLT00**KDE*3
8.D27,0.195999995,EBIS,27,CGW2*.BTC,1.3088,OLT00**KDE*3
8.D28,0.195999995,EBIS,28,CGW*.BDS,1.3088,OLT00**KDE*3
8.D29,0.294,WHOLESALE,29,CGW*.BDS,1.9632,OLT00**KDE*3
8.D30,0.294,WHOLESALE,30,CGW*.MDO,1.9632,OLT00**KDE*3
8.D31,0.393000007,MOBILE,31,CGW*.BDS,2.6176,OLT00**KDE*3
8.D32,0.393000007,MOBILE,32,CGW*.MDO,2.6176,OLT00**KDE*3
8.D33,0.097999997,RETAIL,33,CNGoogle,0.6544,OLT00**KDE*3
8.D34,0.097999997,RETAIL,34,CNFacebook,0.6544,OLT00**KDE*3
8.D35,0.097999997,RETAIL,35,CNNetflix,0.6544,OLT00**KDE*3
8.D36,0.097999997,RETAIL,36,CNConversant,0.6544,OLT00**KDE*3
8.D37,0.097999997,EBIS,37,CNGoogle,0.6544,OLT00**KDE*3
8.D38,0.097999997,EBIS,38,CNFacebook,0.6544,OLT00**KDE*3
8.D39,0.097999997,EBIS,39,CNNetflix,0.6544,OLT00**KDE*3
8.D40,0.097999997,EBIS,40,CNConversant,0.6544,OLT00**KDE*3
8.D41,0.097999997,WHOLESALE,41,CNGoogle,0.6544,OLT00**KDE*3
8.D42,0.097999997,WHOLESALE,42,CNFacebook,0.6544,OLT00**KDE*3
8.D43,0.097999997,WHOLESALE,43,CNNetflix,0.6544,OLT00**KDE*3
8.D44,0.097999997,WHOLESALE,44,CNConversant,0.6544,OLT00**KDE*3
8.D45,0.195999995,MOBILE,45,CNGoogle,1.3088,OLT00**KDE*3
8.D46,0.195999995,MOBILE,46,CNFacebook,1.3088,OLT00**KDE*3
8.D47,0.195999995,MOBILE,47,CNNetflix,1.3088,OLT00**KDE*3
8.D48,0.195999995,MOBILE,48,CNConversant,1.3088,OLT00**KDE*3
8.D49,0.130999997,RETAIL,49,CNIptv,0.872533333,OLT00**KDE*3
8.D50,0.130999997,EBIS,50,CNIptv,0.872533333,OLT00**KDE*3
9.D1,0.009,RETAIL,1,CGW2*.BTC,0.0583,OLT00**KNN*2CWL
9.D2,0.009,RETAIL,2,CGW*.BDS,0.0583,OLT00**KNN*2CWL
9.D3,0.009,RETAIL,3,CGW*.MDO,0.0583,OLT00**KNN*2CWL
9.D4,0.009,RETAIL,4,CGW*.PNK,0.0583,OLT00**KNN*2CWL
9.D5,0.009,RETAIL,5,TEL#_CGW2*.BDS,0.0583,OLT00**KNN*2CWL
9.D6,0.009,RETAIL,6,TEL#_CGW2**BDS,0.0583,OLT00**KNN*2CWL
9.D7,0.009,RETAIL,7,TEL#_CGW*.BDS,0.0583,OLT00**KNN*2CWL
9.D8,0.009,RETAIL,8,CGW2*.BTC,0.0583,OLT00**KNN*2CWL
9.D9,0.009,RETAIL,9,CGW*.BDS,0.0583,OLT00**KNN*2CWL
9.D10,0.009,RETAIL,10,CGW2*.BTC,0.0583,OLT00**KNN*2CWL
9.D11,0.009,RETAIL,11,CGW*.BDS,0.0583,OLT00**KNN*2CWL
9.D12,0.009,RETAIL,12,CGW2*.BTC,0.0583,OLT00**KNN*2CWL
9.D13,0.009,RETAIL,13,CGW*.BDS,0.0583,OLT00**KNN*2CWL
9.D14,0.009,RETAIL,14,CGW*.MDO,0.0583,OLT00**KNN*2CWL
9.D15,0.009,RETAIL,15,CGW*.PNK,0.0583,OLT00**KNN*2CWL
9.D16,0.009,RETAIL,16,TEL#_CGW2*.BDS,0.0583,OLT00**KNN*2CWL
9.D17,0.009,RETAIL,17,TEL#_CGW2**BDS,0.0583,OLT00**KNN*2CWL
9.D18,0.009,RETAIL,18,TEL#_CGW*.BDS,0.0583,OLT00**KNN*2CWL
9.D19,0.009,RETAIL,19,CGW2*.BTC,0.0583,OLT00**KNN*2CWL
9.D20,0.009,RETAIL,20,CGW*.BDS,0.0583,OLT00**KNN*2CWL
9.D21,0.009,RETAIL,21,CGW2*.BTC,0.0583,OLT00**KNN*2CWL
9.D22,0.009,RETAIL,22,CGW*.BDS,0.0583,OLT00**KNN*2CWL
9.D23,0.009,RETAIL,23,CGW2*.BTC,0.0583,OLT00**KNN*2CWL
9.D24,0.009,RETAIL,24,CGW*.BDS,0.0583,OLT00**KNN*2CWL
9.D25,0.009,RETAIL,25,CGW2*.BTC,0.0583,OLT00**KNN*2CWL
9.D26,0.009,RETAIL,26,CGW*.BDS,0.0583,OLT00**KNN*2CWL
9.D27,0.017000001,EBIS,27,CGW2*.BTC,0.1166,OLT00**KNN*2CWL
9.D28,0.017000001,EBIS,28,CGW*.BDS,0.1166,OLT00**KNN*2CWL
9.D29,0.026000001,WHOLESALE,29,CGW*.BDS,0.1749,OLT00**KNN*2CWL
9.D30,0.026000001,WHOLESALE,30,CGW*.MDO,0.1749,OLT00**KNN*2CWL
9.D31,0.035,MOBILE,31,CGW*.BDS,0.2332,OLT00**KNN*2CWL
9.D32,0.035,MOBILE,32,CGW*.MDO,0.2332,OLT00**KNN*2CWL
9.D33,0.009,RETAIL,33,CNGoogle,0.0583,OLT00**KNN*2CWL
9.D34,0.009,RETAIL,34,CNFacebook,0.0583,OLT00**KNN*2CWL
9.D35,0.009,RETAIL,35,CNNetflix,0.0583,OLT00**KNN*2CWL
9.D36,0.009,RETAIL,36,CNConversant,0.0583,OLT00**KNN*2CWL
9.D37,0.009,EBIS,37,CNGoogle,0.0583,OLT00**KNN*2CWL
9.D38,0.009,EBIS,38,CNFacebook,0.0583,OLT00**KNN*2CWL
9.D39,0.009,EBIS,39,CNNetflix,0.0583,OLT00**KNN*2CWL
9.D40,0.009,EBIS,40,CNConversant,0.0583,OLT00**KNN*2CWL
9.D41,0.009,WHOLESALE,41,CNGoogle,0.0583,OLT00**KNN*2CWL
9.D42,0.009,WHOLESALE,42,CNFacebook,0.0583,OLT00**KNN*2CWL
9.D43,0.009,WHOLESALE,43,CNNetflix,0.0583,OLT00**KNN*2CWL
9.D44,0.009,WHOLESALE,44,CNConversant,0.0583,OLT00**KNN*2CWL
9.D45,0.017000001,MOBILE,45,CNGoogle,0.1166,OLT00**KNN*2CWL
9.D46,0.017000001,MOBILE,46,CNFacebook,0.1166,OLT00**KNN*2CWL
9.D47,0.017000001,MOBILE,47,CNNetflix,0.1166,OLT00**KNN*2CWL
9.D48,0.017000001,MOBILE,48,CNConversant,0.1166,OLT00**KNN*2CWL
9.D49,0.012,RETAIL,49,CNIptv,0.077733333,OLT00**KNN*2CWL
9.D50,0.012,EBIS,50,CNIptv,0.077733333,OLT00**KNN*2CWL
10.D1,0.054000001,RETAIL,1,CGW2*.BTC,0.3625,OLT00**KNN*5
10.D2,0.054000001,RETAIL,2,CGW*.BDS,0.3625,OLT00**KNN*5
10.D3,0.054000001,RETAIL,3,CGW*.MDO,0.3625,OLT00**KNN*5
10.D4,0.054000001,RETAIL,4,CGW*.PNK,0.3625,OLT00**KNN*5
10.D5,0.054000001,RETAIL,5,TEL#_CGW2*.BDS,0.3625,OLT00**KNN*5
10.D6,0.054000001,RETAIL,6,TEL#_CGW2**BDS,0.3625,OLT00**KNN*5
10.D7,0.054000001,RETAIL,7,TEL#_CGW*.BDS,0.3625,OLT00**KNN*5
10.D8,0.054000001,RETAIL,8,CGW2*.BTC,0.3625,OLT00**KNN*5
10.D9,0.054000001,RETAIL,9,CGW*.BDS,0.3625,OLT00**KNN*5
10.D10,0.054000001,RETAIL,10,CGW2*.BTC,0.3625,OLT00**KNN*5
10.D11,0.054000001,RETAIL,11,CGW*.BDS,0.3625,OLT00**KNN*5
10.D12,0.054000001,RETAIL,12,CGW2*.BTC,0.3625,OLT00**KNN*5
10.D13,0.054000001,RETAIL,13,CGW*.BDS,0.3625,OLT00**KNN*5
10.D14,0.054000001,RETAIL,14,CGW*.MDO,0.3625,OLT00**KNN*5
10.D15,0.054000001,RETAIL,15,CGW*.PNK,0.3625,OLT00**KNN*5
10.D16,0.054000001,RETAIL,16,TEL#_CGW2*.BDS,0.3625,OLT00**KNN*5
10.D17,0.054000001,RETAIL,17,TEL#_CGW2**BDS,0.3625,OLT00**KNN*5
10.D18,0.054000001,RETAIL,18,TEL#_CGW*.BDS,0.3625,OLT00**KNN*5
10.D19,0.054000001,RETAIL,19,CGW2*.BTC,0.3625,OLT00**KNN*5
10.D20,0.054000001,RETAIL,20,CGW*.BDS,0.3625,OLT00**KNN*5
10.D21,0.054000001,RETAIL,21,CGW2*.BTC,0.3625,OLT00**KNN*5
10.D22,0.054000001,RETAIL,22,CGW*.BDS,0.3625,OLT00**KNN*5
10.D23,0.054000001,RETAIL,23,CGW2*.BTC,0.3625,OLT00**KNN*5
10.D24,0.054000001,RETAIL,24,CGW*.BDS,0.3625,OLT00**KNN*5
10.D25,0.054000001,RETAIL,25,CGW2*.BTC,0.3625,OLT00**KNN*5
10.D26,0.054000001,RETAIL,26,CGW*.BDS,0.3625,OLT00**KNN*5
10.D27,0.108999997,EBIS,27,CGW2*.BTC,0.725,OLT00**KNN*5
10.D28,0.108999997,EBIS,28,CGW*.BDS,0.725,OLT00**KNN*5
10.D29,0.163000003,WHOLESALE,29,CGW*.BDS,1.0875,OLT00**KNN*5
10.D30,0.163000003,WHOLESALE,30,CGW*.MDO,1.0875,OLT00**KNN*5
10.D31,0.217999995,MOBILE,31,CGW*.BDS,1.45,OLT00**KNN*5
10.D32,0.217999995,MOBILE,32,CGW*.MDO,1.45,OLT00**KNN*5
10.D33,0.054000001,RETAIL,33,CNGoogle,0.3625,OLT00**KNN*5
10.D34,0.054000001,RETAIL,34,CNFacebook,0.3625,OLT00**KNN*5
10.D35,0.054000001,RETAIL,35,CNNetflix,0.3625,OLT00**KNN*5
10.D36,0.054000001,RETAIL,36,CNConversant,0.3625,OLT00**KNN*5
10.D37,0.054000001,EBIS,37,CNGoogle,0.3625,OLT00**KNN*5
10.D38,0.054000001,EBIS,38,CNFacebook,0.3625,OLT00**KNN*5
10.D39,0.054000001,EBIS,39,CNNetflix,0.3625,OLT00**KNN*5
10.D40,0.054000001,EBIS,40,CNConversant,0.3625,OLT00**KNN*5
10.D41,0.054000001,WHOLESALE,41,CNGoogle,0.3625,OLT00**KNN*5
10.D42,0.054000001,WHOLESALE,42,CNFacebook,0.3625,OLT00**KNN*5
10.D43,0.054000001,WHOLESALE,43,CNNetflix,0.3625,OLT00**KNN*5
10.D44,0.054000001,WHOLESALE,44,CNConversant,0.3625,OLT00**KNN*5
10.D45,0.108999997,MOBILE,45,CNGoogle,0.725,OLT00**KNN*5
10.D46,0.108999997,MOBILE,46,CNFacebook,0.725,OLT00**KNN*5
10.D47,0.108999997,MOBILE,47,CNNetflix,0.725,OLT00**KNN*5
10.D48,0.108999997,MOBILE,48,CNConversant,0.725,OLT00**KNN*5
10.D49,0.072999999,RETAIL,49,CNIptv,0.483333333,OLT00**KNN*5
10.D50,0.072999999,EBIS,50,CNIptv,0.483333333,OLT00**KNN*5
11.D1,0.034000002,RETAIL,1,CGW2*.BTC,0.227,OLT00**KPS*3
11.D2,0.034000002,RETAIL,2,CGW*.BDS,0.227,OLT00**KPS*3
11.D3,0.034000002,RETAIL,3,CGW*.MDO,0.227,OLT00**KPS*3
11.D4,0.034000002,RETAIL,4,CGW*.PNK,0.227,OLT00**KPS*3
11.D5,0.034000002,RETAIL,5,TEL#_CGW2*.BDS,0.227,OLT00**KPS*3
11.D6,0.034000002,RETAIL,6,TEL#_CGW2**BDS,0.227,OLT00**KPS*3
11.D7,0.034000002,RETAIL,7,TEL#_CGW*.BDS,0.227,OLT00**KPS*3
11.D8,0.034000002,RETAIL,8,CGW2*.BTC,0.227,OLT00**KPS*3
11.D9,0.034000002,RETAIL,9,CGW*.BDS,0.227,OLT00**KPS*3
11.D10,0.034000002,RETAIL,10,CGW2*.BTC,0.227,OLT00**KPS*3
11.D11,0.034000002,RETAIL,11,CGW*.BDS,0.227,OLT00**KPS*3
11.D12,0.034000002,RETAIL,12,CGW2*.BTC,0.227,OLT00**KPS*3
11.D13,0.034000002,RETAIL,13,CGW*.BDS,0.227,OLT00**KPS*3
11.D14,0.034000002,RETAIL,14,CGW*.MDO,0.227,OLT00**KPS*3
11.D15,0.034000002,RETAIL,15,CGW*.PNK,0.227,OLT00**KPS*3
11.D16,0.034000002,RETAIL,16,TEL#_CGW2*.BDS,0.227,OLT00**KPS*3
11.D17,0.034000002,RETAIL,17,TEL#_CGW2**BDS,0.227,OLT00**KPS*3
11.D18,0.034000002,RETAIL,18,TEL#_CGW*.BDS,0.227,OLT00**KPS*3
11.D19,0.034000002,RETAIL,19,CGW2*.BTC,0.227,OLT00**KPS*3
11.D20,0.034000002,RETAIL,20,CGW*.BDS,0.227,OLT00**KPS*3
11.D21,0.034000002,RETAIL,21,CGW2*.BTC,0.227,OLT00**KPS*3
11.D22,0.034000002,RETAIL,22,CGW*.BDS,0.227,OLT00**KPS*3
11.D23,0.034000002,RETAIL,23,CGW2*.BTC,0.227,OLT00**KPS*3
11.D24,0.034000002,RETAIL,24,CGW*.BDS,0.227,OLT00**KPS*3
11.D25,0.034000002,RETAIL,25,CGW2*.BTC,0.227,OLT00**KPS*3
11.D26,0.034000002,RETAIL,26,CGW*.BDS,0.227,OLT00**KPS*3
11.D27,0.068000004,EBIS,27,CGW2*.BTC,0.454,OLT00**KPS*3
11.D28,0.068000004,EBIS,28,CGW*.BDS,0.454,OLT00**KPS*3
11.D29,0.101999998,WHOLESALE,29,CGW*.BDS,0.681,OLT00**KPS*3
11.D30,0.101999998,WHOLESALE,30,CGW*.MDO,0.681,OLT00**KPS*3
11.D31,0.136000007,MOBILE,31,CGW*.BDS,0.908,OLT00**KPS*3
11.D32,0.136000007,MOBILE,32,CGW*.MDO,0.908,OLT00**KPS*3
11.D33,0.034000002,RETAIL,33,CNGoogle,0.227,OLT00**KPS*3
11.D34,0.034000002,RETAIL,34,CNFacebook,0.227,OLT00**KPS*3
11.D35,0.034000002,RETAIL,35,CNNetflix,0.227,OLT00**KPS*3
11.D36,0.034000002,RETAIL,36,CNConversant,0.227,OLT00**KPS*3
11.D37,0.034000002,EBIS,37,CNGoogle,0.227,OLT00**KPS*3
11.D38,0.034000002,EBIS,38,CNFacebook,0.227,OLT00**KPS*3
11.D39,0.034000002,EBIS,39,CNNetflix,0.227,OLT00**KPS*3
11.D40,0.034000002,EBIS,40,CNConversant,0.227,OLT00**KPS*3
11.D41,0.034000002,WHOLESALE,41,CNGoogle,0.227,OLT00**KPS*3
11.D42,0.034000002,WHOLESALE,42,CNFacebook,0.227,OLT00**KPS*3
11.D43,0.034000002,WHOLESALE,43,CNNetflix,0.227,OLT00**KPS*3
11.D44,0.034000002,WHOLESALE,44,CNConversant,0.227,OLT00**KPS*3
11.D45,0.068000004,MOBILE,45,CNGoogle,0.454,OLT00**KPS*3
11.D46,0.068000004,MOBILE,46,CNFacebook,0.454,OLT00**KPS*3
11.D47,0.068000004,MOBILE,47,CNNetflix,0.454,OLT00**KPS*3
11.D48,0.068000004,MOBILE,48,CNConversant,0.454,OLT00**KPS*3
11.D49,0.045000002,RETAIL,49,CNIptv,0.302666667,OLT00**KPS*3
11.D50,0.045000002,EBIS,50,CNIptv,0.302666667,OLT00**KPS*3
12.D1,0.111000001,RETAIL,1,CGW2*.BTC,0.741,OLT00**KRP*2HRV
12.D2,0.111000001,RETAIL,2,CGW*.BDS,0.741,OLT00**KRP*2HRV
12.D3,0.111000001,RETAIL,3,CGW*.MDO,0.741,OLT00**KRP*2HRV
12.D4,0.111000001,RETAIL,4,CGW*.PNK,0.741,OLT00**KRP*2HRV
12.D5,0.111000001,RETAIL,5,TEL#_CGW2*.BDS,0.741,OLT00**KRP*2HRV
12.D6,0.111000001,RETAIL,6,TEL#_CGW2**BDS,0.741,OLT00**KRP*2HRV
12.D7,0.111000001,RETAIL,7,TEL#_CGW*.BDS,0.741,OLT00**KRP*2HRV
12.D8,0.111000001,RETAIL,8,CGW2*.BTC,0.741,OLT00**KRP*2HRV
12.D9,0.111000001,RETAIL,9,CGW*.BDS,0.741,OLT00**KRP*2HRV
12.D10,0.111000001,RETAIL,10,CGW2*.BTC,0.741,OLT00**KRP*2HRV
12.D11,0.111000001,RETAIL,11,CGW*.BDS,0.741,OLT00**KRP*2HRV
12.D12,0.111000001,RETAIL,12,CGW2*.BTC,0.741,OLT00**KRP*2HRV
12.D13,0.111000001,RETAIL,13,CGW*.BDS,0.741,OLT00**KRP*2HRV
12.D14,0.111000001,RETAIL,14,CGW*.MDO,0.741,OLT00**KRP*2HRV
12.D15,0.111000001,RETAIL,15,CGW*.PNK,0.741,OLT00**KRP*2HRV
12.D16,0.111000001,RETAIL,16,TEL#_CGW2*.BDS,0.741,OLT00**KRP*2HRV
12.D17,0.111000001,RETAIL,17,TEL#_CGW2**BDS,0.741,OLT00**KRP*2HRV
12.D18,0.111000001,RETAIL,18,TEL#_CGW*.BDS,0.741,OLT00**KRP*2HRV
12.D19,0.111000001,RETAIL,19,CGW2*.BTC,0.741,OLT00**KRP*2HRV
12.D20,0.111000001,RETAIL,20,CGW*.BDS,0.741,OLT00**KRP*2HRV
12.D21,0.111000001,RETAIL,21,CGW2*.BTC,0.741,OLT00**KRP*2HRV
12.D22,0.111000001,RETAIL,22,CGW*.BDS,0.741,OLT00**KRP*2HRV
12.D23,0.111000001,RETAIL,23,CGW2*.BTC,0.741,OLT00**KRP*2HRV
12.D24,0.111000001,RETAIL,24,CGW*.BDS,0.741,OLT00**KRP*2HRV
12.D25,0.111000001,RETAIL,25,CGW2*.BTC,0.741,OLT00**KRP*2HRV
12.D26,0.111000001,RETAIL,26,CGW*.BDS,0.741,OLT00**KRP*2HRV
12.D27,0.222000003,EBIS,27,CGW2*.BTC,1.482,OLT00**KRP*2HRV
12.D28,0.222000003,EBIS,28,CGW*.BDS,1.482,OLT00**KRP*2HRV
12.D29,0.333000004,WHOLESALE,29,CGW*.BDS,2.223,OLT00**KRP*2HRV
12.D30,0.333000004,WHOLESALE,30,CGW*.MDO,2.223,OLT00**KRP*2HRV
12.D31,0.444999993,MOBILE,31,CGW*.BDS,2.964,OLT00**KRP*2HRV
12.D32,0.444999993,MOBILE,32,CGW*.MDO,2.964,OLT00**KRP*2HRV
12.D33,0.111000001,RETAIL,33,CNGoogle,0.741,OLT00**KRP*2HRV
12.D34,0.111000001,RETAIL,34,CNFacebook,0.741,OLT00**KRP*2HRV
12.D35,0.111000001,RETAIL,35,CNNetflix,0.741,OLT00**KRP*2HRV
12.D36,0.111000001,RETAIL,36,CNConversant,0.741,OLT00**KRP*2HRV
12.D37,0.111000001,EBIS,37,CNGoogle,0.741,OLT00**KRP*2HRV
12.D38,0.111000001,EBIS,38,CNFacebook,0.741,OLT00**KRP*2HRV
12.D39,0.111000001,EBIS,39,CNNetflix,0.741,OLT00**KRP*2HRV
12.D40,0.111000001,EBIS,40,CNConversant,0.741,OLT00**KRP*2HRV
12.D41,0.111000001,WHOLESALE,41,CNGoogle,0.741,OLT00**KRP*2HRV
12.D42,0.111000001,WHOLESALE,42,CNFacebook,0.741,OLT00**KRP*2HRV
12.D43,0.111000001,WHOLESALE,43,CNNetflix,0.741,OLT00**KRP*2HRV
12.D44,0.111000001,WHOLESALE,44,CNConversant,0.741,OLT00**KRP*2HRV
12.D45,0.222000003,MOBILE,45,CNGoogle,1.482,OLT00**KRP*2HRV
12.D46,0.222000003,MOBILE,46,CNFacebook,1.482,OLT00**KRP*2HRV
12.D47,0.222000003,MOBILE,47,CNNetflix,1.482,OLT00**KRP*2HRV
12.D48,0.222000003,MOBILE,48,CNConversant,1.482,OLT00**KRP*2HRV
12.D49,0.148000002,RETAIL,49,CNIptv,0.988,OLT00**KRP*2HRV
12.D50,0.148000002,EBIS,50,CNIptv,0.988,OLT00**KRP*2HRV
13.D1,0.111000001,RETAIL,1,CGW2*.BTC,0.741,OLT00**KRP*3
13.D2,0.111000001,RETAIL,2,CGW*.BDS,0.741,OLT00**KRP*3
13.D3,0.111000001,RETAIL,3,CGW*.MDO,0.741,OLT00**KRP*3
13.D4,0.111000001,RETAIL,4,CGW*.PNK,0.741,OLT00**KRP*3
13.D5,0.111000001,RETAIL,5,TEL#_CGW2*.BDS,0.741,OLT00**KRP*3
13.D6,0.111000001,RETAIL,6,TEL#_CGW2**BDS,0.741,OLT00**KRP*3
13.D7,0.111000001,RETAIL,7,TEL#_CGW*.BDS,0.741,OLT00**KRP*3
13.D8,0.111000001,RETAIL,8,CGW2*.BTC,0.741,OLT00**KRP*3
13.D9,0.111000001,RETAIL,9,CGW*.BDS,0.741,OLT00**KRP*3
13.D10,0.111000001,RETAIL,10,CGW2*.BTC,0.741,OLT00**KRP*3
13.D11,0.111000001,RETAIL,11,CGW*.BDS,0.741,OLT00**KRP*3
13.D12,0.111000001,RETAIL,12,CGW2*.BTC,0.741,OLT00**KRP*3
13.D13,0.111000001,RETAIL,13,CGW*.BDS,0.741,OLT00**KRP*3
13.D14,0.111000001,RETAIL,14,CGW*.MDO,0.741,OLT00**KRP*3
13.D15,0.111000001,RETAIL,15,CGW*.PNK,0.741,OLT00**KRP*3
13.D16,0.111000001,RETAIL,16,TEL#_CGW2*.BDS,0.741,OLT00**KRP*3
13.D17,0.111000001,RETAIL,17,TEL#_CGW2**BDS,0.741,OLT00**KRP*3
13.D18,0.111000001,RETAIL,18,TEL#_CGW*.BDS,0.741,OLT00**KRP*3
13.D19,0.111000001,RETAIL,19,CGW2*.BTC,0.741,OLT00**KRP*3
13.D20,0.111000001,RETAIL,20,CGW*.BDS,0.741,OLT00**KRP*3
13.D21,0.111000001,RETAIL,21,CGW2*.BTC,0.741,OLT00**KRP*3
13.D22,0.111000001,RETAIL,22,CGW*.BDS,0.741,OLT00**KRP*3
13.D23,0.111000001,RETAIL,23,CGW2*.BTC,0.741,OLT00**KRP*3
13.D24,0.111000001,RETAIL,24,CGW*.BDS,0.741,OLT00**KRP*3
13.D25,0.111000001,RETAIL,25,CGW2*.BTC,0.741,OLT00**KRP*3
13.D26,0.111000001,RETAIL,26,CGW*.BDS,0.741,OLT00**KRP*3
13.D27,0.222000003,EBIS,27,CGW2*.BTC,1.482,OLT00**KRP*3
